,Time Control,Time Control Name,Time Control Mapped,Rating Difference,Opening ECO,Oppening Name,Opening Name Mapped,White's Number of Mistakes,Black's Number of Mistakes,Winner
13640,10 + 0,Rapid,2,168,C50,Italian Game,4,0,2,White
13661,10 + 0,Rapid,2,54,C50,Italian Game,4,1,5,White
13673,10 + 0,Rapid,2,-29,B20,Sicilian Defense,1,5,0,Black
13675,15 + 0,Rapid,2,9,C50,Italian Game,4,2,0,Black
13676,60 + 0,Classic,3,-98,C50,Italian Game,4,2,0,Black
13679,10 + 15,Rapid,2,438,C50,Italian Game,4,4,1,Black
13699,30 + 0,Classic,3,150,D00,Queen Pawn Game,3,0,1,Black
13701,3 + 2,Blitz,1,-129,C50,Italian Game,4,5,5,White
13703,10 + 0,Rapid,2,236,C50,Italian Game,4,1,4,White
13707,15 + 0,Rapid,2,-155,C50,Italian Game,4,4,1,Draw
13710,10 + 0,Rapid,2,-118,C50,Italian Game,4,2,0,Black
13718,3 + 2,Blitz,1,133,D00,Queen Pawn Game,3,8,6,Black
13755,30 + 0,Classic,3,62,B20,Sicilian Defense,1,1,0,Black
13793,60 + 0,Classic,3,59,B20,Sicilian Defense,1,1,0,Black
13794,10 + 0,Rapid,2,89,B20,Sicilian Defense,1,1,3,White
13801,10 + 0,Rapid,2,-41,B20,Sicilian Defense,1,0,4,White
13809,10 + 0,Rapid,2,-39,C50,Italian Game,4,3,2,Black
13810,5 + 0,Blitz,1,34,C42,Petroff Defense,2,5,2,Black
13812,15 + 0,Rapid,2,203,C42,Petroff Defense,2,2,0,Black
13828,15 + 0,Rapid,2,-182,D00,Queen Pawn Game,3,4,7,White
13831,15 + 0,Rapid,2,-198,C42,Petroff Defense,2,4,3,Black
13836,3 + 2,Blitz,1,4,D00,Queen Pawn Game,3,7,4,Black
13840,15 + 0,Rapid,2,-64,D00,Queen Pawn Game,3,1,0,Black
13850,5 + 0,Blitz,1,14,D00,Queen Pawn Game,3,6,5,Black
13864,3 + 2,Blitz,1,-92,D00,Queen Pawn Game,3,4,2,Black
13865,15 + 0,Rapid,2,14,D00,Queen Pawn Game,3,4,0,Black
13884,60 + 0,Classic,3,447,C42,Petroff Defense,2,2,0,Black
13893,10 + 15,Rapid,2,262,D00,Queen Pawn Game,3,2,2,Draw
13900,5 + 0,Blitz,1,51,D00,Queen Pawn Game,3,6,9,White
13911,10 + 0,Rapid,2,212,C42,Petroff Defense,2,5,4,White
13913,10 + 15,Rapid,2,26,B20,Sicilian Defense,1,3,2,White
13915,5 + 5,Blitz,1,108,C42,Petroff Defense,2,7,6,White
13937,5 + 5,Blitz,1,8,C50,Italian Game,4,5,5,White
13940,3 + 2,Blitz,1,60,C50,Italian Game,4,8,8,White
13944,10 + 0,Rapid,2,-3,C50,Italian Game,4,1,3,White
13980,5 + 0,Blitz,1,-173,C42,Petroff Defense,2,8,5,Black
13982,5 + 0,Blitz,1,-79,C42,Petroff Defense,2,3,8,White
14002,10 + 15,Rapid,2,-496,D00,Queen Pawn Game,3,3,2,Black
14023,10 + 15,Rapid,2,229,D00,Queen Pawn Game,3,2,5,White
14028,10 + 15,Rapid,2,-8,D00,Queen Pawn Game,3,1,3,White
14032,15 + 0,Rapid,2,-729,B20,Sicilian Defense,1,2,0,Black
14042,30 + 0,Classic,3,-410,B20,Sicilian Defense,1,2,1,Black
14053,60 + 10,Classic,3,43,D00,Queen Pawn Game,3,0,1,White
14072,15 + 0,Rapid,2,-2,D00,Queen Pawn Game,3,3,4,White
14095,60 + 0,Classic,3,-292,B20,Sicilian Defense,1,1,0,Black
14100,15 + 0,Rapid,2,3,C50,Italian Game,4,4,2,Black
14101,15 + 0,Rapid,2,-187,C50,Italian Game,4,4,2,Black
14115,10 + 15,Rapid,2,2,B20,Sicilian Defense,1,2,5,White
14116,5 + 0,Blitz,1,215,C42,Petroff Defense,2,4,2,Black
14138,30 + 25,Classic,3,-570,D00,Queen Pawn Game,3,1,0,Black
14141,60 + 0,Classic,3,-83,D00,Queen Pawn Game,3,1,2,White
14143,5 + 5,Blitz,1,-18,D00,Queen Pawn Game,3,11,11,Black
14149,30 + 25,Classic,3,-19,B20,Sicilian Defense,1,0,3,White
14168,15 + 0,Rapid,2,-33,C50,Italian Game,4,3,6,White
14185,10 + 0,Rapid,2,-85,D00,Queen Pawn Game,3,4,4,White
14187,3 + 2,Blitz,1,-273,D00,Queen Pawn Game,3,11,8,Black
14188,5 + 5,Blitz,1,-146,D00,Queen Pawn Game,3,7,4,Black
14223,5 + 0,Blitz,1,-238,D00,Queen Pawn Game,3,7,6,Black
14229,15 + 0,Rapid,2,-89,D00,Queen Pawn Game,3,1,5,White
14241,15 + 0,Rapid,2,-46,B20,Sicilian Defense,1,5,3,Black
14242,15 + 0,Rapid,2,297,D00,Queen Pawn Game,3,2,5,Draw
14251,10 + 0,Rapid,2,-102,D00,Queen Pawn Game,3,2,1,Black
14254,15 + 0,Rapid,2,-49,C42,Petroff Defense,2,2,5,White
14262,10 + 15,Rapid,2,204,C50,Italian Game,4,1,3,White
14277,60 + 10,Classic,3,-226,B20,Sicilian Defense,1,2,0,Black
14318,30 + 0,Classic,3,122,C50,Italian Game,4,1,0,Black
14326,10 + 15,Rapid,2,73,C42,Petroff Defense,2,0,2,White
14329,15 + 0,Rapid,2,-65,D00,Queen Pawn Game,3,1,3,White
14349,3 + 2,Blitz,1,58,C42,Petroff Defense,2,7,5,Black
14352,30 + 25,Classic,3,-1,D00,Queen Pawn Game,3,0,2,White
14382,15 + 0,Rapid,2,230,B20,Sicilian Defense,1,6,3,Black
14394,60 + 10,Classic,3,39,C50,Italian Game,4,2,2,White
14403,10 + 0,Rapid,2,20,D00,Queen Pawn Game,3,2,4,White
14425,10 + 0,Rapid,2,-89,B20,Sicilian Defense,1,1,3,White
14465,30 + 25,Classic,3,28,D00,Queen Pawn Game,3,1,2,White
14466,10 + 15,Rapid,2,-59,D00,Queen Pawn Game,3,1,3,White
14469,3 + 0,Blitz,1,-10,D00,Queen Pawn Game,3,4,5,White
14470,30 + 0,Classic,3,11,D00,Queen Pawn Game,3,1,1,Black
14471,3 + 0,Blitz,1,51,C50,Italian Game,4,11,10,Black
14474,5 + 5,Blitz,1,-13,C42,Petroff Defense,2,10,10,Black
14475,10 + 0,Rapid,2,27,B20,Sicilian Defense,1,0,1,White
14483,30 + 25,Classic,3,-251,B20,Sicilian Defense,1,2,1,Black
14491,5 + 0,Blitz,1,30,C42,Petroff Defense,2,4,3,White
14498,10 + 0,Rapid,2,112,C42,Petroff Defense,2,0,1,White
14508,30 + 0,Classic,3,404,D00,Queen Pawn Game,3,0,1,White
14511,10 + 15,Rapid,2,-467,B20,Sicilian Defense,1,4,1,Black
14512,60 + 10,Classic,3,246,D00,Queen Pawn Game,3,1,3,White
14520,10 + 15,Rapid,2,-9,D00,Queen Pawn Game,3,3,2,Black
14534,15 + 0,Rapid,2,24,C50,Italian Game,4,3,2,Black
14540,10 + 15,Rapid,2,33,C50,Italian Game,4,0,2,White
14570,10 + 15,Rapid,2,86,B20,Sicilian Defense,1,3,1,White
14573,60 + 0,Classic,3,-117,B20,Sicilian Defense,1,3,2,Draw
14578,30 + 0,Classic,3,212,C50,Italian Game,4,2,0,Black
14607,5 + 0,Blitz,1,421,D00,Queen Pawn Game,3,7,10,White
14616,3 + 0,Blitz,1,98,C42,Petroff Defense,2,10,8,Black
14619,15 + 0,Rapid,2,-34,B20,Sicilian Defense,1,2,0,Black
14621,10 + 0,Rapid,2,19,B20,Sicilian Defense,1,4,1,Black
14622,10 + 0,Rapid,2,19,B20,Sicilian Defense,1,3,1,Black
14636,30 + 0,Classic,3,62,D00,Queen Pawn Game,3,0,2,White
14642,10 + 15,Rapid,2,-67,C42,Petroff Defense,2,4,2,Black
14680,30 + 25,Classic,3,155,B20,Sicilian Defense,1,1,3,White
14684,15 + 0,Rapid,2,167,D00,Queen Pawn Game,3,0,5,White
14692,3 + 2,Blitz,1,5,D00,Queen Pawn Game,3,6,6,White
14695,10 + 15,Rapid,2,117,C50,Italian Game,4,2,3,White
14699,10 + 0,Rapid,2,98,D00,Queen Pawn Game,3,5,4,White
14704,5 + 0,Blitz,1,28,C50,Italian Game,4,8,9,White
14708,5 + 0,Blitz,1,-165,D00,Queen Pawn Game,3,3,5,White
14711,5 + 5,Blitz,1,169,D00,Queen Pawn Game,3,6,9,White
14716,3 + 2,Blitz,1,-77,B20,Sicilian Defense,1,7,6,Black
14717,60 + 0,Classic,3,-56,B20,Sicilian Defense,1,2,0,Black
14724,3 + 2,Blitz,1,-52,B20,Sicilian Defense,1,7,5,White
14725,60 + 10,Classic,3,-203,C42,Petroff Defense,2,0,1,White
14726,15 + 0,Rapid,2,87,C50,Italian Game,4,1,2,White
14739,60 + 0,Classic,3,2,D00,Queen Pawn Game,3,1,0,Black
14744,10 + 15,Rapid,2,-35,B20,Sicilian Defense,1,1,4,White
14753,10 + 0,Rapid,2,-150,C42,Petroff Defense,2,4,1,Black
14775,60 + 10,Classic,3,-311,D00,Queen Pawn Game,3,1,0,Black
14779,60 + 10,Classic,3,26,B20,Sicilian Defense,1,0,0,Black
14781,10 + 0,Rapid,2,-420,B20,Sicilian Defense,1,2,0,Black
14783,30 + 25,Classic,3,-410,C50,Italian Game,4,1,0,Black
14791,3 + 0,Blitz,1,73,C42,Petroff Defense,2,8,3,Black
14793,5 + 0,Blitz,1,-493,D00,Queen Pawn Game,3,5,1,Black
14799,30 + 0,Classic,3,18,C50,Italian Game,4,2,1,Draw
14800,5 + 0,Blitz,1,56,B20,Sicilian Defense,1,7,7,Black
14802,30 + 25,Classic,3,-5,B20,Sicilian Defense,1,2,0,Black
14820,10 + 0,Rapid,2,29,B20,Sicilian Defense,1,1,4,White
14831,10 + 0,Rapid,2,110,B20,Sicilian Defense,1,3,1,Black
14845,10 + 0,Rapid,2,21,C42,Petroff Defense,2,2,3,White
14852,15 + 0,Rapid,2,59,C50,Italian Game,4,4,3,White
14862,30 + 0,Classic,3,-534,C42,Petroff Defense,2,0,0,Black
14892,10 + 0,Rapid,2,22,C50,Italian Game,4,1,0,Black
14918,30 + 25,Classic,3,-98,C42,Petroff Defense,2,1,0,Black
14927,10 + 15,Rapid,2,-6,C50,Italian Game,4,2,1,Black
14934,10 + 15,Rapid,2,-453,C50,Italian Game,4,2,1,Black
14940,15 + 0,Rapid,2,40,C50,Italian Game,4,2,4,White
14949,10 + 15,Rapid,2,114,D00,Queen Pawn Game,3,0,4,White
14970,3 + 2,Blitz,1,-397,D00,Queen Pawn Game,3,8,8,Black
14971,5 + 0,Blitz,1,-106,C50,Italian Game,4,4,6,White
14986,3 + 0,Blitz,1,43,D00,Queen Pawn Game,3,7,9,Draw
14987,15 + 0,Rapid,2,36,D00,Queen Pawn Game,3,5,3,Black
14988,5 + 5,Blitz,1,77,C42,Petroff Defense,2,7,11,White
14989,10 + 15,Rapid,2,20,B20,Sicilian Defense,1,4,5,Black
14990,3 + 0,Blitz,1,-5,C50,Italian Game,4,8,7,Draw
14991,5 + 5,Blitz,1,-6,C50,Italian Game,4,4,2,Black
15004,5 + 5,Blitz,1,79,D00,Queen Pawn Game,3,12,7,White
15008,5 + 5,Blitz,1,-22,D00,Queen Pawn Game,3,4,7,White
15016,60 + 0,Classic,3,-366,C50,Italian Game,4,1,3,White
15041,10 + 0,Rapid,2,-15,C42,Petroff Defense,2,4,3,Black
15062,5 + 5,Blitz,1,16,C50,Italian Game,4,5,4,Black
15071,10 + 15,Rapid,2,84,D00,Queen Pawn Game,3,2,0,Black
15074,5 + 5,Blitz,1,-94,D00,Queen Pawn Game,3,8,9,Black
15089,5 + 0,Blitz,1,-72,C42,Petroff Defense,2,6,5,Black
15110,10 + 0,Rapid,2,307,C50,Italian Game,4,2,3,White
15113,3 + 2,Blitz,1,-312,B20,Sicilian Defense,1,6,4,Black
15119,10 + 15,Rapid,2,550,B20,Sicilian Defense,1,1,0,Black
15122,30 + 0,Classic,3,262,B20,Sicilian Defense,1,1,0,Black
15124,15 + 0,Rapid,2,-39,D00,Queen Pawn Game,3,6,3,Black
15136,15 + 0,Rapid,2,-3,D00,Queen Pawn Game,3,0,2,White
15141,15 + 0,Rapid,2,-31,D00,Queen Pawn Game,3,1,3,White
15146,10 + 0,Rapid,2,-118,D00,Queen Pawn Game,3,2,1,Black
15153,15 + 0,Rapid,2,-32,C42,Petroff Defense,2,4,3,White
15155,5 + 0,Blitz,1,130,C50,Italian Game,4,5,5,White
15163,10 + 0,Rapid,2,-3,C50,Italian Game,4,3,2,Black
15181,15 + 0,Rapid,2,-102,B20,Sicilian Defense,1,1,3,Black
15191,15 + 0,Rapid,2,78,B20,Sicilian Defense,1,0,3,White
15192,15 + 0,Rapid,2,-885,B20,Sicilian Defense,1,4,2,Black
15210,60 + 0,Classic,3,-80,B20,Sicilian Defense,1,1,0,Black
15231,5 + 0,Blitz,1,-2,B20,Sicilian Defense,1,4,5,White
15245,5 + 5,Blitz,1,9,C50,Italian Game,4,6,9,White
15247,15 + 0,Rapid,2,-44,B20,Sicilian Defense,1,1,1,Black
15262,10 + 0,Rapid,2,77,C50,Italian Game,4,0,2,White
15264,15 + 0,Rapid,2,11,B20,Sicilian Defense,1,4,3,White
15289,30 + 25,Classic,3,102,D00,Queen Pawn Game,3,1,2,White
15330,3 + 2,Blitz,1,78,C50,Italian Game,4,5,4,White
15361,5 + 0,Blitz,1,-29,B20,Sicilian Defense,1,5,2,Black
15363,5 + 0,Blitz,1,-30,C50,Italian Game,4,8,6,Black
15369,15 + 0,Rapid,2,-8,C42,Petroff Defense,2,2,2,White
15378,15 + 0,Rapid,2,-48,C42,Petroff Defense,2,1,2,White
15417,10 + 15,Rapid,2,-25,B20,Sicilian Defense,1,2,5,White
15431,15 + 0,Rapid,2,-236,C42,Petroff Defense,2,1,0,White
15435,3 + 0,Blitz,1,23,C50,Italian Game,4,4,5,Black
15461,15 + 0,Rapid,2,575,D00,Queen Pawn Game,3,2,3,White
15462,30 + 25,Classic,3,-396,D00,Queen Pawn Game,3,2,2,Black
15463,10 + 15,Rapid,2,-697,D00,Queen Pawn Game,3,3,3,Black
15465,10 + 0,Rapid,2,-18,C50,Italian Game,4,4,3,White
15467,10 + 0,Rapid,2,-67,C50,Italian Game,4,3,0,Black
15473,3 + 2,Blitz,1,-43,D00,Queen Pawn Game,3,8,8,Black
15481,30 + 25,Classic,3,11,C50,Italian Game,4,2,3,White
15482,3 + 0,Blitz,1,453,C42,Petroff Defense,2,11,11,Draw
15504,60 + 0,Classic,3,-288,B20,Sicilian Defense,1,2,3,Draw
15508,5 + 5,Blitz,1,37,D00,Queen Pawn Game,3,6,7,White
15510,5 + 5,Blitz,1,53,D00,Queen Pawn Game,3,5,4,White
15511,10 + 15,Rapid,2,-116,D00,Queen Pawn Game,3,3,2,Black
15512,60 + 10,Classic,3,13,D00,Queen Pawn Game,3,1,2,White
15517,10 + 15,Rapid,2,-100,D00,Queen Pawn Game,3,0,1,White
15521,5 + 5,Blitz,1,62,B20,Sicilian Defense,1,6,7,Black
15523,10 + 15,Rapid,2,71,D00,Queen Pawn Game,3,3,2,White
15558,10 + 0,Rapid,2,-130,D00,Queen Pawn Game,3,2,1,Black
15570,3 + 0,Blitz,1,-120,B20,Sicilian Defense,1,4,4,Black
15575,5 + 0,Blitz,1,-16,D00,Queen Pawn Game,3,4,8,White
15595,5 + 0,Blitz,1,-187,B20,Sicilian Defense,1,7,5,Black
15596,3 + 2,Blitz,1,285,C50,Italian Game,4,17,14,Black
15610,60 + 0,Classic,3,-10,C42,Petroff Defense,2,3,2,Black
15611,3 + 0,Blitz,1,-6,C42,Petroff Defense,2,7,6,Black
15634,60 + 10,Classic,3,-162,B20,Sicilian Defense,1,3,2,White
15658,3 + 2,Blitz,1,-256,C50,Italian Game,4,11,11,Black
15678,30 + 0,Classic,3,-284,B20,Sicilian Defense,1,1,2,White
15684,15 + 0,Rapid,2,64,D00,Queen Pawn Game,3,3,4,Black
15685,10 + 0,Rapid,2,23,D00,Queen Pawn Game,3,5,3,Black
15709,30 + 25,Classic,3,50,D00,Queen Pawn Game,3,0,1,Black
15712,3 + 0,Blitz,1,-77,C42,Petroff Defense,2,6,6,Black
15717,10 + 15,Rapid,2,-143,B20,Sicilian Defense,1,2,2,Black
15724,60 + 0,Classic,3,-29,B20,Sicilian Defense,1,3,2,Black
15727,10 + 15,Rapid,2,504,C50,Italian Game,4,3,5,White
15743,5 + 5,Blitz,1,-130,C50,Italian Game,4,6,7,White
15744,30 + 25,Classic,3,-177,C42,Petroff Defense,2,1,0,Black
15751,60 + 10,Classic,3,-233,D00,Queen Pawn Game,3,1,3,White
15753,10 + 0,Rapid,2,17,C42,Petroff Defense,2,1,0,White
15755,15 + 0,Rapid,2,-193,B20,Sicilian Defense,1,3,3,Black
15764,60 + 0,Classic,3,95,C42,Petroff Defense,2,0,2,White
15772,60 + 0,Classic,3,105,D00,Queen Pawn Game,3,2,2,Black
15774,5 + 0,Blitz,1,-51,C50,Italian Game,4,5,6,Black
15789,3 + 2,Blitz,1,1,C50,Italian Game,4,7,6,Black
15792,5 + 0,Blitz,1,-12,B20,Sicilian Defense,1,6,5,Black
15809,10 + 15,Rapid,2,126,C42,Petroff Defense,2,4,2,Black
15814,5 + 0,Blitz,1,126,D00,Queen Pawn Game,3,14,9,Black
15829,10 + 0,Rapid,2,-50,D00,Queen Pawn Game,3,4,3,Black
15830,10 + 15,Rapid,2,38,D00,Queen Pawn Game,3,2,3,White
15842,15 + 0,Rapid,2,-3,B20,Sicilian Defense,1,4,5,White
15850,10 + 0,Rapid,2,-202,B20,Sicilian Defense,1,3,3,Black
15868,10 + 0,Rapid,2,74,B20,Sicilian Defense,1,5,4,Black
15871,10 + 0,Rapid,2,2,C42,Petroff Defense,2,4,6,White
15877,10 + 0,Rapid,2,-23,C42,Petroff Defense,2,3,2,Black
15895,10 + 15,Rapid,2,-64,B20,Sicilian Defense,1,4,4,Black
15913,10 + 0,Rapid,2,-294,C42,Petroff Defense,2,5,2,White
15934,60 + 10,Classic,3,-86,C50,Italian Game,4,1,0,Black
15938,10 + 0,Rapid,2,23,C50,Italian Game,4,3,3,White
15941,5 + 0,Blitz,1,46,C50,Italian Game,4,10,4,Black
15965,15 + 0,Rapid,2,45,C50,Italian Game,4,1,3,White
15968,3 + 2,Blitz,1,180,C42,Petroff Defense,2,6,9,White
15969,10 + 0,Rapid,2,77,D00,Queen Pawn Game,3,5,3,Black
15980,10 + 15,Rapid,2,8,B20,Sicilian Defense,1,3,2,Black
15986,10 + 15,Rapid,2,-92,D00,Queen Pawn Game,3,4,2,Black
15988,5 + 5,Blitz,1,-26,D00,Queen Pawn Game,3,7,6,White
15998,3 + 2,Blitz,1,34,C42,Petroff Defense,2,6,8,White
16002,3 + 0,Blitz,1,44,C42,Petroff Defense,2,3,8,White
16004,3 + 2,Blitz,1,77,C42,Petroff Defense,2,4,6,White
16005,30 + 25,Classic,3,-99,D00,Queen Pawn Game,3,2,0,Black
16014,15 + 0,Rapid,2,-444,B20,Sicilian Defense,1,1,3,White
16028,60 + 10,Classic,3,54,C50,Italian Game,4,2,2,White
16033,60 + 0,Classic,3,222,C50,Italian Game,4,2,1,Black
16046,5 + 5,Blitz,1,42,C50,Italian Game,4,4,2,Black
16047,15 + 0,Rapid,2,4,C42,Petroff Defense,2,3,6,White
16058,5 + 5,Blitz,1,27,C50,Italian Game,4,5,7,White
16061,30 + 25,Classic,3,-109,C42,Petroff Defense,2,1,0,Black
16068,10 + 0,Rapid,2,-251,B20,Sicilian Defense,1,2,2,Black
16087,60 + 0,Classic,3,-62,B20,Sicilian Defense,1,0,0,Black
16091,3 + 0,Blitz,1,-87,B20,Sicilian Defense,1,9,6,Black
16096,10 + 15,Rapid,2,-87,C50,Italian Game,4,2,0,Black
16100,10 + 0,Rapid,2,-15,C42,Petroff Defense,2,2,3,White
16106,3 + 2,Blitz,1,-82,C50,Italian Game,4,7,5,Black
16119,60 + 10,Classic,3,85,C50,Italian Game,4,2,3,White
16130,5 + 0,Blitz,1,-2,D00,Queen Pawn Game,3,4,6,White
16133,15 + 0,Rapid,2,7,D00,Queen Pawn Game,3,1,3,Black
16136,5 + 5,Blitz,1,-55,B20,Sicilian Defense,1,8,9,White
16141,3 + 0,Blitz,1,-194,C50,Italian Game,4,10,5,Black
16143,10 + 15,Rapid,2,79,C50,Italian Game,4,3,3,White
16145,5 + 5,Blitz,1,25,D00,Queen Pawn Game,3,8,11,White
16146,60 + 10,Classic,3,-44,B20,Sicilian Defense,1,3,1,Black
16155,3 + 0,Blitz,1,-114,D00,Queen Pawn Game,3,6,5,Black
16163,5 + 0,Blitz,1,-20,D00,Queen Pawn Game,3,5,4,White
16168,10 + 0,Rapid,2,-157,B20,Sicilian Defense,1,5,5,White
16203,60 + 0,Classic,3,-99,D00,Queen Pawn Game,3,2,1,Black
16208,30 + 0,Classic,3,-48,C50,Italian Game,4,1,4,White
16228,15 + 0,Rapid,2,72,B20,Sicilian Defense,1,2,4,White
16233,3 + 2,Blitz,1,138,C50,Italian Game,4,5,7,White
16239,15 + 0,Rapid,2,-321,C50,Italian Game,4,3,3,Black
16240,30 + 25,Classic,3,-195,C42,Petroff Defense,2,2,2,Black
16253,15 + 0,Rapid,2,-388,C50,Italian Game,4,3,2,Black
16258,30 + 25,Classic,3,63,B20,Sicilian Defense,1,4,1,Black
16263,10 + 0,Rapid,2,-20,C50,Italian Game,4,2,5,Black
16267,15 + 0,Rapid,2,286,C50,Italian Game,4,1,4,White
16269,60 + 10,Classic,3,308,C50,Italian Game,4,1,4,White
16283,5 + 5,Blitz,1,-145,D00,Queen Pawn Game,3,8,7,Black
16291,10 + 0,Rapid,2,-6,C50,Italian Game,4,3,5,White
16302,15 + 0,Rapid,2,-190,D00,Queen Pawn Game,3,5,3,Black
16304,15 + 0,Rapid,2,-64,D00,Queen Pawn Game,3,3,1,Black
16305,60 + 10,Classic,3,-7,D00,Queen Pawn Game,3,1,1,White
16306,3 + 0,Blitz,1,-50,D00,Queen Pawn Game,3,7,6,Black
16314,3 + 0,Blitz,1,-83,D00,Queen Pawn Game,3,5,3,White
16324,30 + 0,Classic,3,162,D00,Queen Pawn Game,3,1,0,Black
16330,5 + 5,Blitz,1,43,C50,Italian Game,4,8,6,Black
16332,3 + 0,Blitz,1,14,C50,Italian Game,4,3,5,White
16340,3 + 2,Blitz,1,-140,C50,Italian Game,4,4,4,White
16345,10 + 15,Rapid,2,3,D00,Queen Pawn Game,3,2,1,Black
16357,10 + 15,Rapid,2,-10,B20,Sicilian Defense,1,4,4,Black
16372,60 + 10,Classic,3,-53,C50,Italian Game,4,0,1,White
16374,10 + 0,Rapid,2,94,D00,Queen Pawn Game,3,3,2,White
16400,10 + 15,Rapid,2,74,B20,Sicilian Defense,1,2,1,Black
16406,5 + 0,Blitz,1,136,D00,Queen Pawn Game,3,6,6,White
16411,3 + 2,Blitz,1,-96,B20,Sicilian Defense,1,5,4,White
16416,5 + 0,Blitz,1,51,C50,Italian Game,4,6,6,White
16423,3 + 2,Blitz,1,-16,C42,Petroff Defense,2,5,9,White
16426,60 + 10,Classic,3,-94,C50,Italian Game,4,1,4,White
16465,30 + 0,Classic,3,963,C42,Petroff Defense,2,0,1,White
16506,30 + 25,Classic,3,-7,B20,Sicilian Defense,1,2,0,Black
16513,10 + 15,Rapid,2,198,D00,Queen Pawn Game,3,3,5,White
16523,15 + 0,Rapid,2,100,D00,Queen Pawn Game,3,3,1,Black
16527,3 + 2,Blitz,1,-6,D00,Queen Pawn Game,3,6,8,Black
16561,15 + 0,Rapid,2,-234,B20,Sicilian Defense,1,2,2,White
16584,3 + 2,Blitz,1,54,C50,Italian Game,4,2,5,White
16610,15 + 0,Rapid,2,-5,D00,Queen Pawn Game,3,1,3,White
16613,5 + 5,Blitz,1,105,D00,Queen Pawn Game,3,6,5,Black
16615,5 + 0,Blitz,1,6,D00,Queen Pawn Game,3,5,4,Black
16617,3 + 0,Blitz,1,-17,D00,Queen Pawn Game,3,8,7,Draw
16674,30 + 0,Classic,3,228,D00,Queen Pawn Game,3,2,0,Black
16683,30 + 25,Classic,3,-39,D00,Queen Pawn Game,3,0,3,White
16691,15 + 0,Rapid,2,-272,B20,Sicilian Defense,1,5,3,Black
16693,30 + 25,Classic,3,-283,C42,Petroff Defense,2,2,0,Black
16696,10 + 15,Rapid,2,-37,D00,Queen Pawn Game,3,4,4,Black
16705,30 + 0,Classic,3,-481,B20,Sicilian Defense,1,1,0,Black
16706,60 + 0,Classic,3,481,C42,Petroff Defense,2,0,1,White
16708,60 + 0,Classic,3,-83,D00,Queen Pawn Game,3,0,1,White
16710,10 + 15,Rapid,2,-139,D00,Queen Pawn Game,3,5,3,Black
16716,5 + 5,Blitz,1,-33,D00,Queen Pawn Game,3,7,4,Black
16734,60 + 10,Classic,3,-121,C50,Italian Game,4,2,0,Black
16764,10 + 15,Rapid,2,-20,C50,Italian Game,4,3,1,Black
16766,5 + 0,Blitz,1,224,D00,Queen Pawn Game,3,4,7,White
16767,5 + 5,Blitz,1,37,C50,Italian Game,4,8,5,Black
16781,10 + 0,Rapid,2,5,D00,Queen Pawn Game,3,3,4,Black
16790,15 + 0,Rapid,2,-102,D00,Queen Pawn Game,3,4,1,Black
16802,15 + 0,Rapid,2,-4,D00,Queen Pawn Game,3,2,0,Black
16806,5 + 5,Blitz,1,-253,D00,Queen Pawn Game,3,4,6,Black
16820,15 + 0,Rapid,2,-57,C50,Italian Game,4,0,1,White
16821,10 + 0,Rapid,2,-103,C50,Italian Game,4,2,4,White
16829,60 + 10,Classic,3,8,D00,Queen Pawn Game,3,0,2,White
16842,15 + 0,Rapid,2,-35,C42,Petroff Defense,2,2,2,Black
16846,5 + 0,Blitz,1,-210,D00,Queen Pawn Game,3,6,3,Black
16859,3 + 0,Blitz,1,-2,C50,Italian Game,4,9,7,Draw
16868,3 + 2,Blitz,1,-130,D00,Queen Pawn Game,3,11,9,Draw
16872,3 + 2,Blitz,1,-48,B20,Sicilian Defense,1,4,5,White
16888,3 + 2,Blitz,1,71,C50,Italian Game,4,6,8,Draw
16889,10 + 0,Rapid,2,6,B20,Sicilian Defense,1,1,3,White
16900,10 + 0,Rapid,2,189,C42,Petroff Defense,2,4,4,White
16901,3 + 0,Blitz,1,70,C50,Italian Game,4,8,5,Black
16906,10 + 0,Rapid,2,-576,B20,Sicilian Defense,1,2,1,Black
16907,30 + 25,Classic,3,-507,B20,Sicilian Defense,1,1,0,Black
16909,10 + 15,Rapid,2,-7,B20,Sicilian Defense,1,2,4,White
16911,5 + 0,Blitz,1,205,C50,Italian Game,4,2,5,White
16919,3 + 0,Blitz,1,17,D00,Queen Pawn Game,3,10,6,Black
16949,30 + 0,Classic,3,104,B20,Sicilian Defense,1,2,0,Black
16960,5 + 5,Blitz,1,41,B20,Sicilian Defense,1,7,7,Black
16970,60 + 10,Classic,3,76,C50,Italian Game,4,2,1,Black
16976,10 + 0,Rapid,2,-248,D00,Queen Pawn Game,3,4,2,Black
16977,3 + 0,Blitz,1,151,C50,Italian Game,4,5,4,Black
16994,60 + 10,Classic,3,-61,D00,Queen Pawn Game,3,2,0,Black
17005,10 + 0,Rapid,2,251,B20,Sicilian Defense,1,3,3,White
17008,10 + 0,Rapid,2,-134,D00,Queen Pawn Game,3,6,4,Black
17047,10 + 0,Rapid,2,-79,B20,Sicilian Defense,1,3,1,Black
17050,10 + 0,Rapid,2,-39,C50,Italian Game,4,1,3,White
17056,30 + 25,Classic,3,-129,B20,Sicilian Defense,1,1,0,Black
17062,10 + 15,Rapid,2,-63,D00,Queen Pawn Game,3,2,3,White
17078,5 + 5,Blitz,1,92,D00,Queen Pawn Game,3,13,8,Black
